Unnamed: 0,EmpID,FirstName,LastName,StartDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
1522,1949,Ashlynn,Duffy,2019-11-30,Sales Manager,Kimberly Washington,ashlynn.duffy@bilearner.com,MSC,Active,Contract,Zone A,Part-Time,Sales,Field Operations,1950-04-04,PA,Technician,Female,63764,Hispanic,Divorced,Fully Meets,3
1525,1952,Kristin,Mccarty,2020-05-16,Sales Manager,Abigail Marks,kristin.mccarty@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Sales,Underground,1989-07-31,PA,Laborer,Female,57392,Other,Divorced,Fully Meets,3
1528,1955,Ludwick,Harrell,2020-10-10,Production Technician I,Jonathan Huber,ludwick.harrell@bilearner.com,MSC,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,1998-04-04,MA,Engineer,Male,1776,White,Married,Fully Meets,3
1529,1956,Courtney,Beatrice,2021-05-15,Production Technician I,Patrick Liu,courtney.beatrice@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Production       ,Billable Consultants,1958-12-18,MA,Engineer,Female,1915,Black,Married,Fully Meets,3
1531,1958,Lin,Chan,2019-07-04,Production Technician I,Neil Aguilar,lin.chan@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Production       ,Sales & Marketing,1990-10-18,MA,Assistant,Female,2170,Other,Married,Fully Meets,3
1533,1960,Thomas,Rhoads,2018-11-03,Production Technician I,Sean Scott,thomas.rhoads@bilearner.com,PYZ,Active,Full-Time,Zone A,Part-Time,Production       ,Aerial,1948-05-26,MA,Administrator,Male,2176,White,Divorced,Fully Meets,3
1538,1965,Julissa,Hunts,2022-02-23,Production Technician II,Pamela Smith,julissa.hunts@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Production       ,General - Con,1949-07-31,MA,Specialist,Female,2021,White,Widowed,Fully Meets,3
1539,1966,Kristie,Nowlan,2019-05-31,Production Technician II,Jessica Klein,kristie.nowlan@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,Production       ,General - Con,1971-03-04,MA,Technician,Female,1040,Other,Widowed,Fully Meets,3
1540,1967,Dawn,Motlagh,2019-01-29,Production Technician I,Molly Freeman,dawn.motlagh@bilearner.com,PL,Active,Part-Time,Zone A,Part-Time,Production       ,General - Con,1994-12-11,MA,Flagger,Female,2453,Other,Single,Fully Meets,3
1541,1968,Theresa,Wallace,2019-09-01,Production Technician I,Cynthia Watkins,theresa.wallace@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,Production       ,General - Con,1955-06-29,MA,Laborer,Female,1887,Asian,Widowed,Fully Meets,3
1546,1973,Lisa,Lunquist,2019-11-14,Production Technician II,Angela Watson,lisa.lunquist@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Production       ,General - Con,1991-10-10,MA,Laborer,Female,2324,Black,Married,Fully Meets,3
1547,1974,Jene'ya,Darson,2021-04-14,Production Technician I,Robert Joseph,jene'ya.darson@bilearner.com,NEL,Active,Part-Time,Zone A,Temporary,Production       ,Aerial,1968-12-29,MA,Supervisor,Female,2110,White,Widowed,Fully Meets,3
1548,1975,Hunter,Cannon,2019-04-14,Production Technician I,Logan Ball,hunter.cannon@bilearner.com,SVG,Active,Contract,Zone A,Temporary,Production       ,Project Management - Con,1941-10-31,MA,Manager,Female,10062,Other,Divorced,Fully Meets,3
1549,1976,Jon,Lynn,2021-01-09,Production Technician I,Steven Ramos,jon.lynn@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Production       ,Finance & Accounting,1945-02-16,MA,Administration,Female,82592,White,Single,Fully Meets,3
1553,1980,Arianna,Horton,2021-11-10,Production Technician I,Heather Ramirez,arianna.horton@bilearner.com,WBL,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,1990-06-16,MA,Manager,Female,37701,Hispanic,Married,Fully Meets,3
1555,1982,Steve,Charles,2018-11-14,Production Technician I,Jordan Cox,steve.charles@bilearner.com,PL,Active,Full-Time,Zone C,Temporary,Production       ,General - Sga,1980-05-24,MA,Manager,Female,48632,Hispanic,Married,Fully Meets,3
1557,1984,Laura,Gutierrez,2020-06-24,Production Technician I,Samantha Bryant,laura.gutierrez@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Production       ,Catv,1948-02-11,MA,Splicer,Female,8522,Black,Single,Fully Meets,3
1559,1986,Sage,Mercer,2022-08-15,Production Technician I,Samantha Wyatt,sage.mercer@bilearner.com,EW,Active,Contract,Zone C,Full-Time,Production       ,Executive,1949-02-18,MA,Director,Female,21326,Black,Divorced,Fully Meets,3
1560,1987,Chase,Horn,2018-11-09,Production Technician I,Richard Davis II,chase.horn@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Production       ,General - Sga,1967-05-27,MA,Administrator,Female,75570,White,Single,Fully Meets,3
1562,1989,Alec,Stephens,2020-02-25,Production Technician II,Jessica Garcia,alec.stephens@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,2000-06-14,MA,Groundman,Female,51952,Other,Married,Fully Meets,3
1568,1995,Averie,Wolfe,2022-12-17,Production Technician II,Brandon Jones,averie.wolfe@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,1978-08-06,MA,Driller,Female,22396,Other,Married,Fully Meets,3
1571,1998,Amiyah,Beasley,2022-03-24,Production Technician II,Kathleen Gonzalez,amiyah.beasley@bilearner.com,NEL,Active,Full-Time,Zone C,Part-Time,Production       ,General - Con,1999-02-21,MA,Laborer,Female,34377,Black,Widowed,Fully Meets,3
1577,2004,Adyson,Esparza,2021-04-25,Production Technician I,Michael Austin,adyson.esparza@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Production       ,Engineers,2001-04-05,MA,Engineer,Female,72181,Other,Divorced,Fully Meets,3
1579,2006,Samson,Meza,2021-09-19,Production Technician I,Renee Valentine,samson.meza@bilearner.com,NEL,Active,Contract,Zone C,Temporary,Production       ,Executive,1973-10-23,MA,Chief Operating Officer,Male,72825,Other,Married,Fully Meets,3
1580,2007,Deacon,Bass,2020-12-15,Production Technician I,Elizabeth Stewart,deacon.bass@bilearner.com,PL,Active,Full-Time,Zone C,Temporary,Production       ,Splicing,1979-05-05,MA,Splicer,Female,10308,Black,Widowed,Fully Meets,3
1582,2009,Cayden,Maynard,2021-11-17,Production Technician I,Alexander Parker,cayden.maynard@bilearner.com,CCDR,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,1997-10-01,MA,Engineer,Female,9141,White,Widowed,Fully Meets,3
1587,2014,Malaki,Richards,2022-03-13,Production Technician II,Corey Roberts,malaki.richards@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,Production       ,Splicing,1984-11-11,MA,Technician,Female,6175,Asian,Divorced,Fully Meets,3
1588,2015,Markus,Robles,2023-06-02,Production Technician II,Nicholas Torres,markus.robles@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Production       ,Engineers,1992-03-05,MA,Engineer,Female,23634,White,Widowed,Fully Meets,3
1589,2016,Angela,Kaufman,2021-04-08,Production Technician II,Amy Durham,angela.kaufman@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,1958-10-01,MA,Lineman,Female,66919,White,Widowed,Fully Meets,3
1590,2017,Shaniya,Wolfe,2019-12-02,Production Technician II,Miguel Brown,shaniya.wolfe@bilearner.com,PL,Active,Full-Time,Zone B,Part-Time,Production       ,Aerial,1971-04-17,MA,Laborer,Female,10719,Black,Single,Fully Meets,3
1592,2019,Emery,Peck,2022-03-26,Production Technician II,Danielle Little,emery.peck@bilearner.com,SVG,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,1977-01-08,MA,Laborer,Female,65810,White,Widowed,Fully Meets,3
1594,2021,Marlee,Woods,2022-11-29,Production Technician II,Christine Salas,marlee.woods@bilearner.com,WBL,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,1955-12-11,MA,Foreman,Female,54120,Asian,Widowed,Fully Meets,3
1595,2022,Jocelyn,Valentine,2019-05-24,Production Technician II,Stephanie Bridges,jocelyn.valentine@bilearner.com,BPC,Active,Contract,Zone B,Part-Time,Production       ,Wireless,1941-08-30,MA,Operator,Female,21322,White,Divorced,Fully Meets,3
1600,2027,Liam,Figueroa,2019-05-22,Production Technician I,Michael Ortiz,liam.figueroa@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Production       ,Fielders,1974-08-04,MA,Engineer,Female,42458,Black,Single,Fully Meets,3
1602,2029,Marilyn,Moss,2019-09-09,Production Technician I,Alyssa Garrett,marilyn.moss@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Production       ,General - Eng,1943-10-23,MA,Billing,Female,84191,Black,Single,Fully Meets,3
1606,2033,Nico,Villarreal,2022-05-12,Production Technician I,Christopher White,nico.villarreal@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Production       ,General - Con,1991-01-28,MA,Laborer,Female,47570,White,Divorced,Fully Meets,3
1609,2036,Joey,Montes,2022-06-26,Production Technician I,Melinda Brown,joey.montes@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Production       ,Aerial,1942-02-18,MA,Laborer,Female,1372,Asian,Single,Fully Meets,3
1611,2038,Weston,Rios,2018-09-02,Production Technician I,Pamela Calderon,weston.rios@bilearner.com,MSC,Active,Part-Time,Zone A,Temporary,Production       ,Splicing,2001-05-04,MA,Foreman,Female,81445,Black,Married,Fully Meets,3
1612,2039,Carson,Pennington,2022-04-22,Production Technician I,Andrea Riley,carson.pennington@bilearner.com,TNS,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,1957-10-04,MA,Operator,Female,29345,White,Single,Fully Meets,3
1614,2041,Sanai,Rose,2022-09-13,Production Technician II,Tina Jenkins,sanai.rose@bilearner.com,PL,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,1997-04-18,MA,Laborer,Female,91981,Black,Single,Fully Meets,3
1615,2042,Luna,Arroyo,2019-11-24,Production Technician II,Logan Middleton,luna.arroyo@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,1992-02-29,MA,Technician,Female,79529,White,Married,Fully Meets,3
1616,2043,Lorelai,Hale,2020-03-19,Production Technician II,Michelle Coleman,lorelai.hale@bilearner.com,CCDR,Active,Contract,Zone C,Part-Time,Production       ,Isp,1967-09-21,MA,Technician,Female,7492,White,Married,Fully Meets,3
1617,2044,Darrell,Horne,2022-09-14,Production Technician II,Christina Baldwin,darrell.horne@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,Production       ,Wireline Construction,1992-02-20,MA,Operator,Female,16589,Black,Married,Fully Meets,3
1618,2045,Itzel,Nunez,2021-09-21,Production Technician II,Ricky Reyes,itzel.nunez@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,Production       ,Fielders,1976-11-19,MA,Engineer,Female,39813,Other,Divorced,Fully Meets,3
1619,2046,Serena,Lutz,2020-05-22,Production Technician II,Rachel Nicholson,serena.lutz@bilearner.com,MSC,Active,Part-Time,Zone C,Part-Time,Production       ,Project Management - Con,1948-10-26,MA,Manager,Female,31663,Asian,Widowed,Fully Meets,3
1620,2047,Gwendolyn,Gray,2022-12-13,Production Technician II,Jacob Smith,gwendolyn.gray@bilearner.com,TNS,Active,Contract,Zone A,Part-Time,Production       ,Aerial,1966-08-23,MA,Laborer,Female,26502,White,Single,Fully Meets,3
1621,2048,Khalil,Lee,2022-02-07,Production Technician II,Adam Bates,khalil.lee@bilearner.com,PYZ,Active,Contract,Zone B,Part-Time,Production       ,Aerial,1995-04-06,MA,Laborer,Female,4321,Asian,Married,Fully Meets,3
1622,2049,Corinne,Navarro,2020-10-06,Production Technician II,Thomas Richard,corinne.navarro@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,1942-05-07,MA,Laborer,Female,93573,Asian,Widowed,Fully Meets,3
1624,2051,Jaden,Charles,2022-02-26,Production Technician I,Desiree Jennings,jaden.charles@bilearner.com,CCDR,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,1999-04-13,MA,Laborer,Female,18433,Black,Single,Fully Meets,3
1626,2053,Kolten,Kim,2021-09-27,Production Technician I,Curtis Gonzales,kolten.kim@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,Production       ,Engineers,1989-02-09,MA,Engineer,Female,34501,White,Divorced,Fully Meets,3
1628,2055,Beau,Olsen,2020-11-25,Production Technician I,Jamie Hernandez,beau.olsen@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Production       ,Engineers,1989-07-19,MA,Executive,Female,70318,White,Divorced,Fully Meets,3
1630,2057,Nikhil,Rivas,2021-04-15,Production Technician I,Amanda Jones,nikhil.rivas@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,1964-12-14,MA,Laborer,Male,28907,Hispanic,Married,Fully Meets,3
1633,2060,Angelina,Russell,2023-01-26,Production Technician I,David Perkins,angelina.russell@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Production       ,Field Operations,1942-09-18,MA,Tower Hand,Female,96077,Asian,Divorced,Fully Meets,3
1634,2061,King,Garrison,2018-12-12,Production Technician I,Natasha Dennis,king.garrison@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,Engineers,1946-08-06,MA,Field Project Manager,Female,55355,Other,Married,Fully Meets,3
1635,2062,Kale,Middleton,2018-10-25,Production Technician I,Regina Roberts,kale.middleton@bilearner.com,SVG,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,1950-07-18,MA,Laborer,Female,35346,Hispanic,Single,Fully Meets,3
1636,2063,Kailyn,Montgomery,2021-05-20,Production Technician I,Raymond Johnson,kailyn.montgomery@bilearner.com,EW,Active,Contract,Zone B,Full-Time,Production       ,Aerial,1944-03-26,MA,Groundman,Female,72585,Hispanic,Married,Fully Meets,3
1638,2065,Bria,Spence,2020-05-10,Production Technician II,Yesenia Sandoval,bria.spence@bilearner.com,EW,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,1972-02-29,MA,Laborer,Female,18169,Other,Single,Fully Meets,3
1640,2067,Denzel,Clark,2022-04-22,Production Technician II,Ariana Campbell MD,denzel.clark@bilearner.com,NEL,Active,Full-Time,Zone C,Part-Time,Production       ,Engineers,1949-10-20,MA,Project Manager,Female,97487,White,Divorced,Fully Meets,3
1641,2068,Sidney,Lewis,2021-06-05,Production Technician II,William Mccall DDS,sidney.lewis@bilearner.com,PL,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,1962-09-07,MA,Laborer,Female,53645,White,Divorced,Fully Meets,3
1642,2069,Simon,Rivers,2022-06-29,Production Technician II,William Wagner,simon.rivers@bilearner.com,PYZ,Active,Full-Time,Zone C,Temporary,Production       ,Wireline Construction,1991-12-25,MA,Manager,Female,43569,Other,Widowed,Fully Meets,3
1643,2070,Branson,Schneider,2022-07-02,Production Technician II,David Collins,branson.schneider@bilearner.com,SVG,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,1969-02-20,MA,Operator,Female,38800,White,Divorced,Fully Meets,3
1644,2071,Maren,Whitehead,2023-01-04,Production Technician II,Jessica Matthews,maren.whitehead@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Production       ,Wireline Construction,1977-05-14,MA,Laborer,Female,72287,White,Widowed,Fully Meets,3
1645,2072,Gilbert,Hensley,2023-07-08,Production Technician II,William Walters,gilbert.hensley@bilearner.com,WBL,Active,Contract,Zone A,Temporary,Production       ,Project Management - Con,1980-09-07,MA,Engineer,Female,37599,White,Single,Fully Meets,3
1647,2074,Tamia,Byrd,2019-08-19,Production Technician II,Michelle Williams,tamia.byrd@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,1967-11-25,MA,Supervisor,Female,11079,Hispanic,Widowed,Fully Meets,3
1648,2075,Oliver,Richardson,2018-10-30,Production Technician I,Vicki Ortega,oliver.richardson@bilearner.com,NEL,Active,Contract,Zone A,Full-Time,Production       ,Project Management - Con,1976-10-13,MA,Manager,Female,88221,Other,Married,Fully Meets,3
1652,2079,Emilio,Daniel,2022-06-19,Production Technician I,Michael Potts,emilio.daniel@bilearner.com,TNS,Active,Part-Time,Zone B,Part-Time,Production       ,General - Con,1956-06-12,MA,Flagger,Female,60487,White,Married,Fully Meets,3
1654,2081,Vicente,Hansen,2020-05-09,Production Technician I,Kaylee Gross,vicente.hansen@bilearner.com,BPC,Active,Part-Time,Zone A,Temporary,Production       ,Engineers,1988-06-08,MA,Supervisor,Female,84354,Asian,Married,Fully Meets,3
1655,2082,Jordan,Kemp,2021-02-17,Production Technician I,Antonio Hayes,jordan.kemp@bilearner.com,CCDR,Active,Contract,Zone C,Temporary,Production       ,Field Operations,1961-01-08,MA,Laborer,Male,53786,Black,Single,Fully Meets,3
1656,2083,Edith,Richard,2020-04-12,Production Technician I,Barbara Mendez,edith.richard@bilearner.com,EW,Active,Contract,Zone C,Temporary,Production       ,Engineers,1981-05-16,MA,Technician,Female,92893,Hispanic,Divorced,Fully Meets,3
1657,2084,Dustin,Snow,2021-03-30,Production Technician I,Steven Phelps,dustin.snow@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Production       ,Sales & Marketing,1971-02-06,MA,Assistant,Female,77142,Hispanic,Divorced,Fully Meets,3
1661,2088,Lia,Orr,2019-07-19,Production Technician I,Wendy Adams,lia.orr@bilearner.com,SVG,Active,Contract,Zone B,Full-Time,Production       ,Yard (Material Handling),1960-05-27,MA,Coordinator,Female,37040,White,Divorced,Fully Meets,3
1663,2090,Alexis,Nielsen,2023-01-12,Production Technician II,Michelle Dickerson,alexis.nielsen@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Production       ,General - Sga,1942-10-30,MA,Assistant,Female,33206,Asian,Divorced,Fully Meets,3
1664,2091,Adalyn,Bass,2022-11-25,Production Technician II,Christopher Wallace,adalyn.bass@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,1999-03-14,MA,Locator,Female,72118,Black,Single,Fully Meets,3
1665,2092,Hadley,Benson,2019-11-13,Production Technician II,Sean Jones,hadley.benson@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,Production       ,Field Operations,1987-09-09,MA,Laborer,Female,36134,Asian,Widowed,Fully Meets,3
1669,2096,Jerome,Howard,2023-07-18,Production Technician II,Stephen Knight,jerome.howard@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,1985-07-17,MA,Construction Manager,Female,17358,Black,Single,Fully Meets,3
1671,2098,Phillip,Fuentes,2020-07-15,Production Technician II,Robert Mercado,phillip.fuentes@bilearner.com,BPC,Active,Part-Time,Zone B,Temporary,Production       ,Catv,1950-05-19,MA,Laborer,Female,51886,Other,Divorced,PIP,5
1672,2099,Drake,Wiggins,2018-10-30,Production Technician I,Victor Graves DVM,drake.wiggins@bilearner.com,BPC,Active,Full-Time,Zone B,Part-Time,Production       ,General - Sga,1969-03-29,MA,Vp,Female,66261,Hispanic,Widowed,PIP,4
1673,2100,Lucy,Santos,2022-09-13,Production Technician I,Tracey Jackson,lucy.santos@bilearner.com,CCDR,Active,Contract,Zone A,Temporary,Production       ,Aerial,1944-11-24,MA,Coordinator,Female,26880,Other,Divorced,Exceeds,4
1675,2102,Valeria,Zavala,2023-03-24,Production Technician I,Jose Harris,valeria.zavala@bilearner.com,EW,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,1966-01-23,MA,Driller,Female,90728,Asian,Single,Exceeds,2
1676,2103,Nola,Sellers,2020-10-02,Production Technician I,Stephen Lester,nola.sellers@bilearner.com,MSC,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,1986-12-25,MA,Construction Manager,Female,49149,Asian,Widowed,Exceeds,5
1677,2104,Andre,Fields,2020-09-14,Production Technician I,Ana Trujillo,andre.fields@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Production       ,Field Operations,1949-08-19,MA,Laborer,Female,73771,Hispanic,Widowed,Exceeds,2
1678,2105,Joel,Hanson,2020-01-19,Production Technician I,Jennifer Campbell,joel.hanson@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Production       ,General - Sga,1960-01-27,MA,Supervisor,Female,92541,Hispanic,Single,Needs Improvement,4
1682,2109,Zain,Tanner,2021-02-23,Production Technician I,Jeremiah Harper,zain.tanner@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Production       ,Field Operations,1988-11-22,MA,Tower Hand,Female,51689,Other,Divorced,Exceeds,5
1683,2110,Richard,Deleon,2021-06-04,Production Technician I,Jessica Shaffer,richard.deleon@bilearner.com,CCDR,Active,Contract,Zone C,Temporary,Production       ,General - Sga,1948-05-13,MA,Vp,Female,97553,Black,Single,Exceeds,4
1687,2114,Abagail,Moran,2019-08-24,Production Technician II,Caitlin Stokes,abagail.moran@bilearner.com,NEL,Active,Contract,Zone C,Part-Time,Production       ,Engineers,1992-04-24,MA,Project Manager,Female,38475,White,Single,Exceeds,4
1689,2116,Stanley,Bowen,2021-08-21,Production Technician II,David Cook,stanley.bowen@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Production       ,Engineers,1946-09-03,MA,Engineer,Female,81288,Black,Divorced,Needs Improvement,4
1690,2117,Terrell,Hanna,2020-06-22,Production Technician II,Blake Proctor,terrell.hanna@bilearner.com,CCDR,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,1993-05-17,MA,Laborer,Female,45637,Hispanic,Divorced,Exceeds,2
1691,2118,Dale,Mendoza,2020-01-28,Production Technician II,Sherry Le,dale.mendoza@bilearner.com,SVG,Active,Part-Time,Zone C,Temporary,Production       ,Project Management - Eng,2000-11-06,MA,Coordinator,Female,41529,White,Widowed,Exceeds,5
1692,2119,Marcos,Carey,2019-03-29,Production Technician II,Susan Smith,marcos.carey@bilearner.com,EW,Active,Part-Time,Zone A,Temporary,Production       ,General - Con,1941-09-10,MA,Foreman,Female,72491,White,Married,Exceeds,5
1693,2120,Simeon,Pittman,2018-10-05,Production Technician II,William Waters,simeon.pittman@bilearner.com,MSC,Active,Contract,Zone C,Full-Time,Production       ,Wireline Construction,1967-01-17,MA,Lineman,Female,66867,Asian,Divorced,Needs Improvement,2
1694,2121,Jenna,Cochran,2020-08-20,Production Technician II,Angel Rhodes,jenna.cochran@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Production       ,Splicing,1998-09-11,MA,Splicer,Female,12265,Asian,Married,Exceeds,5
1696,2123,Chace,Farley,2021-09-10,Production Technician I,Jackie Tran,chace.farley@bilearner.com,CCDR,Active,Contract,Zone B,Temporary,Production       ,Catv,1979-02-12,MA,Project Manager,Female,96364,White,Widowed,Exceeds,2
1698,2125,Leslie,Zamora,2019-08-09,Production Technician I,Sean Ayers,leslie.zamora@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Production       ,Engineers,2001-05-30,MA,Project Manager,Female,1514,White,Divorced,Exceeds,4
1700,2127,Makena,Benitez,2019-07-20,Production Technician I,Pamela Davis,makena.benitez@bilearner.com,TNS,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,1953-11-26,MA,Foreman,Female,36490,Black,Single,Needs Improvement,4
1701,2128,Remington,Walton,2023-03-27,Production Technician I,Catherine Lane,remington.walton@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,1955-10-02,MA,Foreman,Female,85293,Black,Widowed,Needs Improvement,2
1702,2129,Raina,Best,2019-10-07,Production Technician I,Samantha Alexander,raina.best@bilearner.com,WBL,Active,Part-Time,Zone B,Temporary,Production       ,Field Operations,1988-02-02,MA,Technician,Male,40632,Other,Divorced,Needs Improvement,2
1703,2130,Paulina,Henderson,2022-12-13,Production Technician I,Jade Quinn,paulina.henderson@bilearner.com,NEL,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,1973-02-24,MA,Tower Hand,Female,54337,Other,Married,Needs Improvement,1
1705,2132,Scarlett,Brooks,2022-04-25,Production Technician I,Christine Campbell,scarlett.brooks@bilearner.com,BPC,Active,Full-Time,Zone A,Full-Time,Production       ,Fielders,1964-06-18,MA,Technician,Female,70052,Other,Widowed,Needs Improvement,2
1706,2133,Makhi,Kramer,2020-07-28,Production Technician I,Adriana Wood,makhi.kramer@bilearner.com,CCDR,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,1974-08-20,MA,Tower Hand,Female,88134,Black,Single,PIP,1
1712,2139,Kaleb,Elliott,2020-05-05,Production Technician II,Laura Fernandez,kaleb.elliott@bilearner.com,MSC,Active,Part-Time,Zone B,Full-Time,Production       ,Aerial,1968-03-30,MA,Laborer,Female,3763,White,Widowed,Exceeds,2
1713,2140,Harley,Jones,2020-12-08,Production Technician II,Christine Bryant,harley.jones@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Production       ,Engineers,1969-08-22,MA,Supervisor,Female,74489,Black,Widowed,Exceeds,2
1717,2144,Pierre,Craig,2022-08-25,Production Technician II,Matthew Valdez,pierre.craig@bilearner.com,TNS,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,1998-01-28,MA,Laborer,Female,80572,Hispanic,Divorced,Exceeds,2
1718,2145,Leo,Hickman,2019-02-27,Production Technician II,Alex Price,leo.hickman@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,Production       ,General - Sga,1989-10-04,MA,Coordinator,Female,58886,Other,Divorced,Exceeds,1
1721,2148,Joel,Koch,2021-07-30,Production Technician I,Andrea Morales,joel.koch@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Production       ,Splicing,1949-04-21,MA,Splicer,Female,75427,Black,Widowed,Exceeds,5
1725,2152,Alexis,Kirby,2020-10-07,Production Technician I,Keith Odonnell,alexis.kirby@bilearner.com,WBL,Active,Part-Time,Zone C,Temporary,Production       ,Engineers,1956-01-07,MA,Project Manager,Female,70069,White,Widowed,Exceeds,2
1726,2153,Alfred,Caldwell,2019-06-15,Production Technician I,Isaiah Giles,alfred.caldwell@bilearner.com,BPC,Active,Contract,Zone C,Part-Time,Production       ,Project Management - Con,1944-09-10,MA,Model Assistant,Female,58613,Other,Married,Exceeds,4
1727,2154,Julianna,Vang,2022-04-28,Production Technician I,Steven Mccarthy,julianna.vang@bilearner.com,CCDR,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,1975-09-08,MA,Driller,Male,3793,Other,Married,Exceeds,4
1731,2158,Melany,Stafford,2023-02-23,Production Technician I,Scott Baker,melany.stafford@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,1962-07-07,MA,Foreman,Female,54978,White,Married,Exceeds,3
1734,2161,Rodolfo,Franklin,2021-05-19,Production Technician I,Karen Frank,rodolfo.franklin@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Production       ,Project Management - Con,1951-05-26,MA,Engineer,Female,61393,Asian,Single,Exceeds,3
1735,2162,Juliet,Wall,2021-01-02,Production Technician II,Emily Mills,juliet.wall@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Production       ,Project Management - Con,1970-04-05,MA,Project Manager,Female,53999,Asian,Married,Exceeds,3
1736,2163,London,Contreras,2019-03-26,Production Technician II,Anna Garcia,london.contreras@bilearner.com,NEL,Active,Contract,Zone B,Full-Time,Production       ,General - Sga,1966-11-19,MA,Lineman,Female,32240,White,Married,Exceeds,1
1737,2164,Kyler,Burton,2020-09-28,Production Technician II,Jennifer Moore,kyler.burton@bilearner.com,PL,Active,Part-Time,Zone C,Full-Time,Production       ,General - Eng,1950-07-27,MA,Technician,Female,95333,Black,Divorced,Exceeds,3
